calculator-service-1  | 2024-12-10T10:08:07.620991889Z  * Serving Flask app 'app' (lazy loading)
frontend-service-1    | 2024-12-10T10:09:07.655517991Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:09:07] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:09:07.659262563Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:09:07] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:09:12.279004513Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:09:12] "POST /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:09:36.847450956Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:09:36] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:09:37.856026676Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:09:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:10:06.921322541Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:10:06] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:10:07.961287752Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:10:07] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:10:37.086383145Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:10:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:10:38.098414543Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:10:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:07.202496654Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:11:07] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:08.291079920Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:11:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:36.092701956Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:36] "GET /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:36.111179506Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:36] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:11:36.150252056Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:36] "GET /static/js/canvas.js HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:36.151724268Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:36] "GET /static/js/main.js HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:37.414932195Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:11:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:38.531511295Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:11:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:40.610537712Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:40] "POST /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:11:45.851693699Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:11:45] "POST /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:12:07.554048211Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:12:07] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:12:08.700693827Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:12:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:12:37.633202235Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:12:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:12:38.814219077Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:12:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:13:07.719526584Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:13:07] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:13:09.003818083Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:13:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:13:37.850201187Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:13:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:13:39.090142387Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:13:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:14:08.024923281Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:14:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:14:09.229190025Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:14:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:14:38.154739378Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:14:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:14:39.332290464Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:14:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:15:08.271315828Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:15:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:15:09.431656415Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:15:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:15:38.532000392Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:15:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:15:39.517465333Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:15:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:16:08.641725165Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:16:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:16:09.626985096Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:16:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:16:38.771290688Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:16:38] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:16:39.867251392Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:16:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:17:08.871742541Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:17:08] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:17:09.981023402Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:17:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:17:39.265643728Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:17:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:17:40.070039625Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:17:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:18:09.559104898Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:18:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:18:10.281595122Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:18:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:18:39.670477083Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:18:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:18:40.401250332Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:18:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:19:09.742365579Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:19:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:19:10.507490692Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:19:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:19:39.886124817Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:19:39] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:19:40.688461574Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:19:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:20:09.990978463Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:20:09] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:20:10.809323872Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:20:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:20:40.082952808Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:20:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:20:40.921727629Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:20:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:21:10.173462604Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:21:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:21:11.005008809Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:21:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:21:40.290495536Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:21:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:21:41.122701261Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:21:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:22:10.445303095Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:22:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:22:11.239841431Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:22:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:22:40.555571183Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:22:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:22:41.372421475Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:22:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:23:10.676140906Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:23:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:23:11.495005106Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:23:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:23:40.794611571Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:23:40] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:23:41.590544012Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:23:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:24:10.879465066Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:24:10] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:24:11.708035347Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:24:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:24:41.168560685Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:24:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:24:41.813547029Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:24:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:25:11.318326399Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:25:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:25:11.906356906Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:25:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:25:41.412119346Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:25:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:25:42.018753218Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:25:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:26:11.545284817Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:26:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:26:12.126321910Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:26:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:26:41.657209648Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:26:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:26:42.268584571Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:26:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:27:11.756671465Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:27:11] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:27:12.370286448Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:27:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:27:41.887041819Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:27:41] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:27:42.467997845Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:27:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:28:12.076182907Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:28:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:28:12.581413362Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:28:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:28:42.171981009Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:28:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:28:42.679857977Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:28:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:29:12.252738690Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:29:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:29:12.799819957Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:29:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:29:42.351710088Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:29:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:29:42.903086670Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:29:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:30:12.652140305Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:30:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:30:13.026900954Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:30:13] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:30:42.801780502Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:30:42] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:30:43.139238086Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:30:43] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:31:12.996031276Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:31:12] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:31:13.322341144Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:31:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:07.979403673Z  * Serving Flask app 'app' (lazy loading)
document-service-1    | 2024-12-10T10:08:07.979446256Z  * Environment: development
document-service-1    | 2024-12-10T10:08:07.979448094Z  * Debug mode: on
document-service-1    | 2024-12-10T10:08:07.990272949Z  * Running on all addresses.
document-service-1    | 2024-12-10T10:08:07.990312107Z    WARNING: This is a development server. Do not use it in a production deployment.
document-service-1    | 2024-12-10T10:08:07.990313471Z  * Running on http://172.19.0.2:5003/ (Press CTRL+C to quit)
document-service-1    | 2024-12-10T10:08:07.994780511Z  * Restarting with stat
document-service-1    | 2024-12-10T10:08:08.416493783Z  * Debugger is active!
document-service-1    | 2024-12-10T10:08:08.417567721Z  * Debugger PIN: 286-156-961
document-service-1    | 2024-12-10T10:08:16.234220905Z 127.0.0.1 - - [10/Dec/2024 10:08:16] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:26.378369929Z 127.0.0.1 - - [10/Dec/2024 10:08:26] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:36.524383566Z 127.0.0.1 - - [10/Dec/2024 10:08:36] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:37.146511889Z 172.19.0.5 - - [10/Dec/2024 10:08:37] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:46.749075414Z 127.0.0.1 - - [10/Dec/2024 10:08:46] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:08:56.953240998Z 127.0.0.1 - - [10/Dec/2024 10:08:56] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:07.040257517Z 127.0.0.1 - - [10/Dec/2024 10:09:07] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:07.487157050Z 172.19.0.5 - - [10/Dec/2024 10:09:07] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:17.171684455Z 127.0.0.1 - - [10/Dec/2024 10:09:17] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:27.254775964Z 127.0.0.1 - - [10/Dec/2024 10:09:27] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:37.692231932Z 127.0.0.1 - - [10/Dec/2024 10:09:37] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:37.867273960Z 172.19.0.5 - - [10/Dec/2024 10:09:37] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:47.964108441Z 127.0.0.1 - - [10/Dec/2024 10:09:47] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:09:58.067114589Z 127.0.0.1 - - [10/Dec/2024 10:09:58] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:07.967883326Z 172.19.0.5 - - [10/Dec/2024 10:10:07] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:08.145790892Z 127.0.0.1 - - [10/Dec/2024 10:10:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:18.241834436Z 127.0.0.1 - - [10/Dec/2024 10:10:18] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:28.462803883Z 127.0.0.1 - - [10/Dec/2024 10:10:28] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:38.131782629Z 172.19.0.5 - - [10/Dec/2024 10:10:38] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:38.570000380Z 127.0.0.1 - - [10/Dec/2024 10:10:38] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:48.644021584Z 127.0.0.1 - - [10/Dec/2024 10:10:48] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:10:58.736176029Z 127.0.0.1 - - [10/Dec/2024 10:10:58] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:08.296804211Z 172.19.0.5 - - [10/Dec/2024 10:11:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:08.873700856Z 127.0.0.1 - - [10/Dec/2024 10:11:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:18.970583088Z 127.0.0.1 - - [10/Dec/2024 10:11:18] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:29.284904127Z 127.0.0.1 - - [10/Dec/2024 10:11:29] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:38.550526991Z 172.19.0.5 - - [10/Dec/2024 10:11:38] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:39.431338988Z 127.0.0.1 - - [10/Dec/2024 10:11:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:49.533109693Z 127.0.0.1 - - [10/Dec/2024 10:11:49] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:11:59.618774739Z 127.0.0.1 - - [10/Dec/2024 10:11:59] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:08.706133332Z 172.19.0.5 - - [10/Dec/2024 10:12:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:09.815007383Z 127.0.0.1 - - [10/Dec/2024 10:12:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:19.978068980Z 127.0.0.1 - - [10/Dec/2024 10:12:19] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:30.079858442Z 127.0.0.1 - - [10/Dec/2024 10:12:30] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:38.819893027Z 172.19.0.5 - - [10/Dec/2024 10:12:38] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:40.217137782Z 127.0.0.1 - - [10/Dec/2024 10:12:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:12:50.310353263Z 127.0.0.1 - - [10/Dec/2024 10:12:50] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:00.804977521Z 127.0.0.1 - - [10/Dec/2024 10:13:00] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:09.010078198Z 172.19.0.5 - - [10/Dec/2024 10:13:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:10.916323996Z 127.0.0.1 - - [10/Dec/2024 10:13:10] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:21.117116744Z 127.0.0.1 - - [10/Dec/2024 10:13:21] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:31.247311691Z 127.0.0.1 - - [10/Dec/2024 10:13:31] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:39.098634342Z 172.19.0.5 - - [10/Dec/2024 10:13:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:41.348655678Z 127.0.0.1 - - [10/Dec/2024 10:13:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:13:51.448453461Z 127.0.0.1 - - [10/Dec/2024 10:13:51] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:01.539764501Z 127.0.0.1 - - [10/Dec/2024 10:14:01] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:09.236311352Z 172.19.0.5 - - [10/Dec/2024 10:14:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:11.630549649Z 127.0.0.1 - - [10/Dec/2024 10:14:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:21.709099393Z 127.0.0.1 - - [10/Dec/2024 10:14:21] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:31.802214461Z 127.0.0.1 - - [10/Dec/2024 10:14:31] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:39.339228433Z 172.19.0.5 - - [10/Dec/2024 10:14:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:41.878261050Z 127.0.0.1 - - [10/Dec/2024 10:14:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:14:51.977143007Z 127.0.0.1 - - [10/Dec/2024 10:14:51] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:02.078716457Z 127.0.0.1 - - [10/Dec/2024 10:15:02] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:09.437984216Z 172.19.0.5 - - [10/Dec/2024 10:15:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:12.161050836Z 127.0.0.1 - - [10/Dec/2024 10:15:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:22.237526217Z 127.0.0.1 - - [10/Dec/2024 10:15:22] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:32.323451976Z 127.0.0.1 - - [10/Dec/2024 10:15:32] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:39.527875473Z 172.19.0.5 - - [10/Dec/2024 10:15:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:42.410602804Z 127.0.0.1 - - [10/Dec/2024 10:15:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:15:52.511710371Z 127.0.0.1 - - [10/Dec/2024 10:15:52] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:02.629185788Z 127.0.0.1 - - [10/Dec/2024 10:16:02] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:09.632397840Z 172.19.0.5 - - [10/Dec/2024 10:16:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:12.719405598Z 127.0.0.1 - - [10/Dec/2024 10:16:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:22.795757609Z 127.0.0.1 - - [10/Dec/2024 10:16:22] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:32.917746104Z 127.0.0.1 - - [10/Dec/2024 10:16:32] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:39.873376373Z 172.19.0.5 - - [10/Dec/2024 10:16:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:43.004367615Z 127.0.0.1 - - [10/Dec/2024 10:16:43] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:16:53.075326369Z 127.0.0.1 - - [10/Dec/2024 10:16:53] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:03.150500965Z 127.0.0.1 - - [10/Dec/2024 10:17:03] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:09.986997976Z 172.19.0.5 - - [10/Dec/2024 10:17:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:13.254237162Z 127.0.0.1 - - [10/Dec/2024 10:17:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:23.328994097Z 127.0.0.1 - - [10/Dec/2024 10:17:23] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:33.406379258Z 127.0.0.1 - - [10/Dec/2024 10:17:33] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:40.075634424Z 172.19.0.5 - - [10/Dec/2024 10:17:40] "GET /health HTTP/1.1" 200 -
